product_id,asin,title,category,subcategory,brand,price,launch_date
bb758ed0-b172-4417-b48f-98c7f328710a,B885879795,SportsPro Exercise Equipment Participant,Sports,Exercise Equipment,SportsPro,204.68,2023-06-26
0b25f640-fb7e-430d-b072-f28958797947,B237859287,DigitalMax Cameras Sea,Electronics,Cameras,DigitalMax,998.13,2022-12-18
1928414d-cca1-42c5-aec5-dffa5edf0bcb,B666585408,ActiveGear Outdoor Gear Answer,Sports,Outdoor Gear,ActiveGear,351.52,2025-06-24
3d646c7a-2fd7-4fc1-938c-65752d512d48,B910959828,BookHouse Non-Fiction Drive,Books,Non-Fiction,BookHouse,35.01,2023-11-24
6f501666-d134-4fb8-a374-3a10e4902c1c,B821218382,ComfortFit Kids Clothing Base,Clothing,Kids Clothing,ComfortFit,167.72,2023-08-28
6b0bd1d3-cc7f-4427-88ea-013ddb2bebbb,B229927269,PageTurner Comics Trial,Books,Comics,PageTurner,17.17,2023-02-04
36c27ccd-1f3c-447a-9279-67f8f06db57a,B731691672,TechPro Headphones Husband,Electronics,Headphones,TechPro,842.03,2023-11-06
2bfc18d4-92d5-43f2-97b3-cda093a12106,B176228245,SportsPro Outdoor Gear Long,Sports,Outdoor Gear,SportsPro,288.98,2025-05-15
c5d351b3-dd69-4431-bed0-ec1aea6f8729,B133729406,TechPro Laptops They,Electronics,Laptops,TechPro,1292.96,2024-03-20
3a5cca37-3836-44c7-ba51-11273faa9cd7,B399012686,DigitalMax Cameras Commercial,Electronics,Cameras,DigitalMax,1011.74,2024-03-29
2c790cc6-e269-404f-8c3d-10c27b615a15,B876693898,FashionPro Accessories Hear,Clothing,Accessories,FashionPro,234.85,2023-07-23
0b32ce03-348a-4b18-9a40-d2b803cca816,B360916298,SportElite Water Sports Religious,Sports,Water Sports,SportElite,318.16,2023-10-20
5c8d7352-2eba-4d16-98b6-86bb58d6a71c,B204078666,BookWorks Non-Fiction Science,Books,Non-Fiction,BookWorks,32.38,2025-07-28
de76c5e0-5d11-4928-ae9d-9eff0f89f138,B601463916,ModernLiving Home Decor Raise,Home & Kitchen,Home Decor,ModernLiving,519.94,2022-12-20
63c893fc-9aad-40e9-a80a-0b0556df25ef,B532311310,TechPro Smartphones Politics,Electronics,Smartphones,TechPro,1099.12,2025-05-14
689051c3-8eba-43e5-842f-de43aa8eb998,B304235259,DigitalMax Laptops Congress,Electronics,Laptops,DigitalMax,816.02,2024-12-08
aec3b4b7-5229-4f49-b69e-ae44949af506,B399085574,FashionPro Shoes Shoulder,Clothing,Shoes,FashionPro,123.72,2023-09-16
cef834fa-f38d-448d-9d19-32b72aedaf4f,B205128697,TechWave Tablets Common,Electronics,Tablets,TechWave,99.62,2024-08-19
636dbbd4-7a7f-4f77-a7cf-6ed67bf4db6c,B909134796,SportsPro Exercise Equipment Hundred,Sports,Exercise Equipment,SportsPro,342.5,2023-10-25
e7b54c13-2974-4568-8ba5-03cf4dc179b6,B616854671,ComfortFit Shoes Wish,Clothing,Shoes,ComfortFit,65.23,2025-05-22
4faaa272-4e7e-4f6e-b841-74e4f0913b1d,B506919288,ReadMore Fiction Rise,Books,Fiction,ReadMore,8.08,2025-01-13
35bab493-727c-4346-9f3b-28b3b4c65382,B406284028,PageTurner Educational Discuss,Books,Educational,PageTurner,23.65,2025-07-30
4c391e27-732a-4a2f-8f99-4b894212ae7a,B303901283,FitMax Team Sports Garden,Sports,Team Sports,FitMax,132.75,2022-11-26
7392816a-318d-48b2-b33a-5815c204fb42,B165452690,TechWave Cameras Drop,Electronics,Cameras,TechWave,1128.26,2022-10-20
2ef45bdd-ab14-4b6a-903a-d46944f3a979,B611947770,TechWave Smartphones Support,Electronics,Smartphones,TechWave,766.7,2024-01-04
56c8d917-c343-4107-80fa-7cbf141fca86,B645276696,SportsPro Outdoor Gear Institution,Sports,Outdoor Gear,SportsPro,50.44,2023-10-21
16b72cd2-9cc4-4538-8610-8b44afb69d3e,B172972420,UrbanStyle Men Clothing Attorney,Clothing,Men Clothing,UrbanStyle,173.67,2023-07-25
a3b3bdeb-7db3-4a91-9c0c-4bab8e5410fe,B711684318,StyleMax Shoes White,Clothing,Shoes,StyleMax,72.86,2025-01-29
1ee046e4-23a5-450b-a678-715f42658f78,B188029013,PowerFit Exercise Equipment Under,Sports,Exercise Equipment,PowerFit,179.31,2024-01-02
6db2f9c1-9ec2-4499-b7f3-43b144a5ed1b,B439699535,PowerFit Water Sports Difference,Sports,Water Sports,PowerFit,375.19,2025-06-15
a8986034-bb0c-4ba0-80d1-d6e3ff2fa837,B385201412,FashionPro Kids Clothing Money,Clothing,Kids Clothing,FashionPro,108.01,2024-05-07
968bfe8f-c591-4444-907a-202197213404,B907308348,ComfortHome Home Decor Usually,Home & Kitchen,Home Decor,ComfortHome,562.21,2025-05-26
3b99f9af-4e95-47a6-be29-4bc6f68778d0,B704509817,TechWave Tablets Low,Electronics,Tablets,TechWave,1494.24,2023-04-10
5ca7e0dc-8233-4309-a98a-ccc0000d876a,B643189555,DigitalMax Cameras Evidence,Electronics,Cameras,DigitalMax,416.17,2023-04-05
31566225-cd43-4505-919e-a5400dc830ef,B496776692,KitchenMaster Furniture Employee,Home & Kitchen,Furniture,KitchenMaster,179.57,2025-01-20
dc6a5ec0-a9ef-47e5-b525-c28be77c8f4a,B756783995,StoryCraft Comics Nothing,Books,Comics,StoryCraft,44.4,2023-10-14
cabdff72-3bc5-4fdf-a22f-6cf594e0d770,B421455482,PowerFit Exercise Equipment Skin,Sports,Exercise Equipment,PowerFit,374.07,2025-02-25
164d9c70-a294-4f15-b2af-f6a5525c165a,B223940587,SmartTech Laptops Later,Electronics,Laptops,SmartTech,1337.33,2025-02-23
4d305562-6e8b-4b41-9e89-546c1f743eae,B402533494,ActiveGear Outdoor Gear Inside,Sports,Outdoor Gear,ActiveGear,249.84,2024-03-16
48a79c80-da0b-46db-ade6-d6e672eb65d0,B642678844,ComfortHome Kitchen Appliances Discuss,Home & Kitchen,Kitchen Appliances,ComfortHome,299.26,2023-04-03
1dae5f6d-0eab-4f84-9a93-7c3265881646,B990505735,ElectroCore Smartphones Mr,Electronics,Smartphones,ElectroCore,433.1,2024-10-06
8816ce8c-af04-4b17-a915-0a4fd1067418,B784095277,DigitalMax Headphones Benefit,Electronics,Headphones,DigitalMax,1470.2,2022-11-13
88214e6e-2ee1-494c-999c-1743a6fc3be8,B857704655,UrbanStyle Shoes Traditional,Clothing,Shoes,UrbanStyle,115.51,2023-02-18
6064e1db-adc7-4b2e-9481-cab1bed3d656,B841976666,TechPro Smartphones Claim,Electronics,Smartphones,TechPro,1358.29,2025-05-02
a00a5af1-9e62-4975-b202-d719dadd9628,B725464884,ActiveGear Exercise Equipment Collection,Sports,Exercise Equipment,ActiveGear,229.96,2025-07-24
bb1a8462-7123-49b1-a05f-8e30d550f65c,B430989881,BookWorks Non-Fiction Knowledge,Books,Non-Fiction,BookWorks,21.49,2025-03-15
04d5a0eb-a616-4ee7-b784-4c75e2fb4efb,B832363533,DigitalMax Headphones Attack,Electronics,Headphones,DigitalMax,393.06,2024-04-20
b6727fd3-0d5f-426b-9e12-0fd2a7f8b7ce,B536344399,TechWave Headphones I,Electronics,Headphones,TechWave,1461.41,2025-03-14
58ee00a4-2566-444c-84d9-d36db7082537,B958872154,FashionPro Women Clothing Management,Clothing,Women Clothing,FashionPro,205.53,2024-11-30
9f646086-019f-46b6-8c94-e0602d9624d2,B890880074,ReadMore Fiction Enter,Books,Fiction,ReadMore,42.21,2025-01-07
94097808-c415-4507-8a69-e447b97bbc0d,B270937380,StoryCraft Non-Fiction Traditional,Books,Non-Fiction,StoryCraft,37.13,2022-09-18
f8884d09-c219-40bb-b176-ad58104aeef2,B605399561,TechPro Tablets Response,Electronics,Tablets,TechPro,353.09,2023-02-25
62536282-641f-4b21-83cf-c03adb929d88,B981044229,StoryCraft Educational Rest,Books,Educational,StoryCraft,37.43,2024-12-13
2f3b5973-4720-49f9-b133-1d6c981cda65,B808705238,StyleMax Women Clothing Social,Clothing,Women Clothing,StyleMax,60.39,2023-10-20
8f75ab48-9977-4c09-b7af-7691bd35e8a4,B930353157,HomePro Bedding Specific,Home & Kitchen,Bedding,HomePro,176.13,2025-05-23
205b705d-b0ae-434a-8be9-c600760aaf82,B455569462,PowerFit Team Sports Grow,Sports,Team Sports,PowerFit,376.91,2023-02-21
f52093a2-c796-46a0-a1c4-dd17bdb4a6ef,B723403479,DigitalMax Headphones Finally,Electronics,Headphones,DigitalMax,1444.74,2024-07-07
51f8ab25-078a-49b0-adda-cd56ddec1b1e,B740563507,HomePro Furniture Coach,Home & Kitchen,Furniture,HomePro,267.52,2024-08-05
44c3e9b2-c0a4-4b6c-aacf-05997f101a40,B649136331,CozySpace Home Decor About,Home & Kitchen,Home Decor,CozySpace,80.0,2023-10-15
a5161cb0-9ed8-4788-8579-1358a2a5a6a5,B147659674,ActiveGear Outdoor Gear Month,Sports,Outdoor Gear,ActiveGear,289.34,2023-06-05
71e55b66-9760-4bb1-9864-3b46cd1d65f2,B837507241,TechWave Cameras Movement,Electronics,Cameras,TechWave,1086.16,2023-02-13
d3e83d97-aad1-4f0f-a35e-7dd10c1f9118,B175133802,ComfortFit Kids Clothing Truth,Clothing,Kids Clothing,ComfortFit,237.99,2025-04-29
c2df05e6-e1f5-4c5d-a84c-a9e03586cc51,B812306873,ComfortHome Storage Fire,Home & Kitchen,Storage,ComfortHome,510.63,2025-05-20
ef8ea39d-87b1-4411-9a02-a753d214bf8e,B816070802,ComfortHome Storage Movement,Home & Kitchen,Storage,ComfortHome,252.14,2025-04-04
133d8321-ae9a-4f37-81d7-1064c44a5fb2,B236674237,BookHouse Educational Decide,Books,Educational,BookHouse,15.1,2023-04-26
cdebe65a-2f14-4d0d-a6e7-84d1d4e1ce90,B711072118,BookHouse Non-Fiction Hour,Books,Non-Fiction,BookHouse,19.14,2023-05-09
bda873dd-25f9-43c7-8438-2fa948727252,B408071259,ActiveGear Exercise Equipment Notice,Sports,Exercise Equipment,ActiveGear,99.87,2024-12-02
82002326-08c9-40af-9c50-b009430ca6f6,B599277266,ActiveGear Water Sports Why,Sports,Water Sports,ActiveGear,187.88,2022-09-01
64c28e2b-194b-4daf-8cea-6296a1f8a048,B952266893,ComfortFit Accessories Place,Clothing,Accessories,ComfortFit,226.78,2024-01-17
de88891a-cbed-427e-b6d4-ec30a40ad2ca,B653462378,TrendWear Men Clothing Middle,Clothing,Men Clothing,TrendWear,171.01,2022-10-01
1bc3fb0d-5a88-4ea7-a3d1-577b3d316283,B978775497,SportsPro Sports Apparel Brother,Sports,Sports Apparel,SportsPro,381.76,2024-03-17
fe78c1db-9f48-4d7e-9ebf-ec47ab99f2c9,B966040317,FashionPro Kids Clothing Unit,Clothing,Kids Clothing,FashionPro,61.8,2023-12-22
bc8b1088-4702-4ed3-b8af-f2b18c85defc,B610173760,DigitalMax Smartphones Education,Electronics,Smartphones,DigitalMax,926.63,2022-11-29
e235f7dc-e024-4b80-b0cc-b27a9baf9d72,B776205431,ElectroCore Tablets Effect,Electronics,Tablets,ElectroCore,874.11,2025-01-29
3d662897-5e20-4d38-8fbb-a86bbd8eae5d,B361976301,PageTurner Children Books Your,Books,Children Books,PageTurner,13.46,2023-01-01
875ccb80-a59f-4eca-a49b-005d41eef107,B334978881,ElectroCore Smartphones Bed,Electronics,Smartphones,ElectroCore,284.43,2024-09-24
a20a2f0d-7da8-437d-954c-0434e645d77d,B698509918,SportsPro Team Sports Team,Sports,Team Sports,SportsPro,114.7,2022-12-17
27506cfe-be94-494f-a1dc-50a092abf989,B960514523,DigitalMax Tablets Soon,Electronics,Tablets,DigitalMax,710.35,2024-12-06
fa6da335-52d7-4a81-a88b-39c107ca6309,B440696084,PowerFit Water Sports Space,Sports,Water Sports,PowerFit,381.02,2023-03-15
d46dba6b-7333-4348-a01e-f244ec5b620c,B558209399,BookHouse Comics Career,Books,Comics,BookHouse,38.73,2025-06-21
663d6381-2d74-4fbf-8ec5-140525e654b4,B898493949,FitMax Team Sports May,Sports,Team Sports,FitMax,347.37,2025-01-02
0fb7a7a0-8098-4892-ae1c-5df2f2e7dff0,B784683755,ReadMore Educational Company,Books,Educational,ReadMore,18.26,2023-10-17
2387cd72-24da-4184-938b-77ebb0e8f27c,B394846763,FitMax Team Sports News,Sports,Team Sports,FitMax,187.15,2025-03-31
8e00e94d-ef5f-4742-802a-913caa82c8cd,B460613550,ComfortHome Kitchen Appliances Land,Home & Kitchen,Kitchen Appliances,ComfortHome,199.99,2023-07-27
1a6207e7-b8f6-4a1f-bde0-ff2ca4f77293,B261953189,FitMax Exercise Equipment Woman,Sports,Exercise Equipment,FitMax,107.88,2024-12-16
e1b2b7ca-a2b6-482d-a7c4-2e8e929761f1,B545461013,StyleMax Women Clothing Someone,Clothing,Women Clothing,StyleMax,110.79,2025-08-07
ff9bb368-b531-471b-8aca-ac8b8efe1bc7,B166857303,SportElite Team Sports Deep,Sports,Team Sports,SportElite,98.6,2023-12-29
da1b3646-d152-43d6-8641-74d204c40fd9,B846812123,BookHouse Children Books Inside,Books,Children Books,BookHouse,8.72,2025-07-10
489ebb1c-5a8b-403e-a29b-acd9d19ed013,B106330865,SportElite Team Sports Rate,Sports,Team Sports,SportElite,378.24,2024-04-03
cbcc6746-c449-4650-b640-dddeb72c3fa2,B677909930,ModernLiving Home Decor Left,Home & Kitchen,Home Decor,ModernLiving,451.54,2024-11-13
66e69418-eb0f-4c1b-a80c-354fb0e31bf7,B624232414,FitMax Water Sports Live,Sports,Water Sports,FitMax,103.38,2023-03-07
831b7d4b-1675-44bc-948b-299bc9392395,B517532243,BookWorks Children Books End,Books,Children Books,BookWorks,20.44,2023-08-16
8ae7d6aa-abb9-4624-b193-c0a320705876,B237039296,PageTurner Non-Fiction Attack,Books,Non-Fiction,PageTurner,44.29,2024-02-08
479278d4-2ffe-472b-a1bb-f23159562bc0,B735540030,SportElite Exercise Equipment Against,Sports,Exercise Equipment,SportElite,234.47,2025-03-02
25609616-2620-4a4c-88af-1c9920928352,B245706210,ElectroCore Smartphones Once,Electronics,Smartphones,ElectroCore,1303.61,2023-08-24
13edcdf3-b3bb-4569-a9a6-9c617af20ceb,B507059676,TrendWear Men Clothing Per,Clothing,Men Clothing,TrendWear,91.93,2023-08-09
006aebdb-d9eb-49c5-9f03-fc5d54eeadc0,B917364173,StoryCraft Educational Account,Books,Educational,StoryCraft,40.55,2022-12-20
2e6ca38e-33cb-4e53-8989-ef4c8800910b,B996478772,ComfortHome Home Decor Second,Home & Kitchen,Home Decor,ComfortHome,60.16,2025-05-08
e15317fd-720c-4071-9769-8116a9e427e6,B475767056,TechPro Cameras Artist,Electronics,Cameras,TechPro,355.73,2023-08-22
3529021a-0b1a-4328-b021-778edaa25065,B365518424,TechPro Smartphones Author,Electronics,Smartphones,TechPro,319.06,2022-10-19
7cf3396e-97d5-47e8-a59a-c695354c30d2,B356135680,DigitalMax Cameras Trade,Electronics,Cameras,DigitalMax,211.18,2024-01-27
5b70486a-c43e-4b29-9f58-95851549c79e,B599326438,DigitalMax Cameras Avoid,Electronics,Cameras,DigitalMax,1056.71,2024-11-07
33e30407-a0b5-4a56-91e1-50cdebe9bf99,B752027025,CozySpace Kitchen Appliances Economy,Home & Kitchen,Kitchen Appliances,CozySpace,578.68,2023-11-07
b73c2322-9ff4-4c6a-98e5-1b20aeb57e15,B216070149,SmartTech Laptops Relationship,Electronics,Laptops,SmartTech,878.56,2024-09-24
6306bbf4-ef6b-408b-acda-763dda09f0a8,B525904456,ModernLiving Storage Difficult,Home & Kitchen,Storage,ModernLiving,565.58,2024-12-16
9fae6896-a42d-449e-9d22-bbf18d2d9ea6,B841541582,UrbanStyle Men Clothing Cause,Clothing,Men Clothing,UrbanStyle,210.18,2025-02-04
39f29553-6351-4c2d-9793-697ed825cbd0,B834717549,TrendWear Men Clothing Part,Clothing,Men Clothing,TrendWear,156.1,2024-09-04
82dcb346-03c5-4e49-80ee-85805a05d00c,B472807202,TechPro Cameras Eight,Electronics,Cameras,TechPro,810.8,2024-09-04
8912dcee-e4be-4194-a8ff-3d30e3c088db,B795294275,CozySpace Furniture Surface,Home & Kitchen,Furniture,CozySpace,212.64,2024-05-25
bbe0c995-7b81-4262-bf1b-95471e554b72,B565492204,BookWorks Children Books Customer,Books,Children Books,BookWorks,43.55,2023-01-25
07c96ddc-bac7-4861-9c4a-ba0f7e7af98f,B289125618,PageTurner Non-Fiction Bill,Books,Non-Fiction,PageTurner,35.15,2025-06-20
d3031cd0-65e0-45cc-aa57-9d0d9265ea1a,B931764920,CozySpace Storage Lawyer,Home & Kitchen,Storage,CozySpace,296.3,2024-03-04
8ded933a-1e35-417e-8fc2-839eaa26d213,B446071904,StoryCraft Comics Land,Books,Comics,StoryCraft,39.51,2024-05-31
6a15c880-2cc7-4c7e-add8-0cc41eb45cad,B361846370,ElectroCore Headphones Manage,Electronics,Headphones,ElectroCore,1131.95,2022-11-24
8e886e14-5971-49cb-8925-f3e0904b8c79,B461203124,SportElite Water Sports Report,Sports,Water Sports,SportElite,30.91,2025-06-12
c05cfd8a-f15b-4fc6-94f4-d0bac81d73ad,B327761953,ModernLiving Kitchen Appliances Race,Home & Kitchen,Kitchen Appliances,ModernLiving,220.64,2023-01-31
bcaebe60-32bc-4c59-a66a-eda47e8301c1,B740116562,ComfortHome Bedding Ask,Home & Kitchen,Bedding,ComfortHome,424.3,2024-05-18
84c7fed9-3d79-4aa5-9a35-a47219fb5857,B654724287,HomePro Storage Should,Home & Kitchen,Storage,HomePro,569.46,2024-02-10
fa96eb52-f979-41ac-b5bb-0e578ea08149,B624606470,ElectroCore Laptops Such,Electronics,Laptops,ElectroCore,843.88,2023-02-17
207b3b90-4b25-441d-8e3e-13e612b5540f,B581223755,ComfortFit Shoes Energy,Clothing,Shoes,ComfortFit,201.34,2023-06-25
d010ca24-b6b9-436a-98ad-05a4bf321417,B534222401,DigitalMax Headphones Customer,Electronics,Headphones,DigitalMax,1045.39,2024-12-12
44092004-fff2-4ca1-b687-014cc538c9a5,B608159580,ComfortHome Storage List,Home & Kitchen,Storage,ComfortHome,337.44,2023-04-06
8ec16acf-dc1b-4be6-8e59-cea806dac8af,B455184454,CozySpace Home Decor Knowledge,Home & Kitchen,Home Decor,CozySpace,218.86,2023-06-13
f150eb8f-7f3c-4bd6-ae10-0e0080306c63,B369942642,StoryCraft Educational Family,Books,Educational,StoryCraft,16.53,2024-08-19
a2982871-42a7-4d09-9665-02c698ebd370,B897662466,StyleMax Kids Clothing Enjoy,Clothing,Kids Clothing,StyleMax,140.93,2022-12-27
5ed16121-15c8-44ea-8a2b-5b1ac3a5f9f7,B893070706,FashionPro Women Clothing Level,Clothing,Women Clothing,FashionPro,128.79,2025-01-02
d1bc3550-0142-4f95-b8c9-36dce6f02c5c,B403867539,PowerFit Water Sports Billion,Sports,Water Sports,PowerFit,392.59,2022-11-18
ecd1ac3b-364b-4a88-a7f2-744e129a3a2c,B487493096,FashionPro Kids Clothing Reach,Clothing,Kids Clothing,FashionPro,57.17,2024-12-18
af57a2c4-c48a-4cb8-b279-9ebc857450ee,B394539550,DigitalMax Cameras Think,Electronics,Cameras,DigitalMax,92.14,2022-09-23
3f2243ad-de6c-42e5-876e-1578f516e620,B848846217,SmartTech Cameras Better,Electronics,Cameras,SmartTech,1417.53,2023-09-03
92ec73d7-0b6a-4c14-9777-ecbeda459b1a,B716396766,BookWorks Fiction Compare,Books,Fiction,BookWorks,18.52,2024-05-24
cc43a85a-bb4f-4b55-a162-52b16127b233,B297958983,StoryCraft Children Books Mention,Books,Children Books,StoryCraft,43.72,2024-09-17
d3fab2ed-5f76-4d31-956d-75365c201917,B982739959,HomePro Home Decor Different,Home & Kitchen,Home Decor,HomePro,50.42,2024-05-15
a2f66ec1-6c3f-4c95-8599-ed1cd031251c,B775862179,BookHouse Fiction Weight,Books,Fiction,BookHouse,33.4,2022-12-01
52642ac3-d1a9-4a77-9607-200c53419922,B426240903,UrbanStyle Women Clothing Community,Clothing,Women Clothing,UrbanStyle,35.02,2024-04-11
9e5518ce-21bd-4e10-8f81-a1ce1ed8c1ed,B920814900,UrbanStyle Men Clothing Able,Clothing,Men Clothing,UrbanStyle,112.8,2024-04-29
7eeaee01-8731-4bd6-aa14-9af464f7ef40,B932894596,FitMax Water Sports Evidence,Sports,Water Sports,FitMax,218.58,2024-08-07
b766c02d-cf20-4ce7-81df-0effe23c67bc,B731924051,StoryCraft Children Books Feeling,Books,Children Books,StoryCraft,44.63,2024-06-19
972d72c3-5ab8-408b-bf98-039301e9f703,B164671796,CozySpace Storage Same,Home & Kitchen,Storage,CozySpace,370.46,2025-01-11
03b804b5-4c3d-4c7e-8856-50ba752da7fa,B384161612,DigitalMax Laptops Recently,Electronics,Laptops,DigitalMax,999.13,2024-09-26
34e44e63-a0c4-4dd2-bf48-850ed8216c17,B692697161,FashionPro Women Clothing Clear,Clothing,Women Clothing,FashionPro,32.64,2023-06-22
fe01feaf-ee72-4178-9295-9376b9cadc4c,B840206617,ElectroCore Tablets Fine,Electronics,Tablets,ElectroCore,900.87,2023-08-05
532a8d1d-b1f4-44be-b810-a489771bfe1a,B409350265,KitchenMaster Furniture Article,Home & Kitchen,Furniture,KitchenMaster,427.69,2025-02-16
4dfd61e2-d4cf-4dd7-826a-4e16691a10ed,B384063364,ReadMore Fiction Simply,Books,Fiction,ReadMore,37.15,2024-12-21
d8e8762a-45f0-4922-8a1f-039800e99c6c,B223240112,SportElite Outdoor Gear Ask,Sports,Outdoor Gear,SportElite,226.93,2024-01-01
f900307e-1237-4174-910f-355d85ea2e1f,B176675731,FashionPro Kids Clothing Art,Clothing,Kids Clothing,FashionPro,29.01,2022-11-17
4367b368-e477-4452-ac1d-1475bc9d23f7,B409893263,CozySpace Storage Pattern,Home & Kitchen,Storage,CozySpace,270.22,2024-09-10
921d7032-b7d1-4520-9168-470d45d91d46,B392322121,PageTurner Educational Morning,Books,Educational,PageTurner,26.52,2024-12-04
6a2b36dc-ed01-4490-ab65-5c9b11626ef8,B742136977,BookWorks Children Books Coach,Books,Children Books,BookWorks,9.47,2022-11-28
a91f8bb2-7e41-4f35-8402-d636337df5b0,B368830491,BookHouse Educational Movie,Books,Educational,BookHouse,8.96,2023-01-03
8075db79-a65e-4abd-87e5-79c10b319d3c,B122275263,UrbanStyle Accessories Today,Clothing,Accessories,UrbanStyle,249.9,2023-06-16
282002a3-68ec-4388-a0e5-f8c3fadee74e,B919382051,HomePro Storage Authority,Home & Kitchen,Storage,HomePro,456.69,2025-03-13
4e63fd74-62d5-4e65-a24d-99e6beb2e45f,B398668350,PageTurner Comics Author,Books,Comics,PageTurner,14.72,2025-07-15
a578c97e-d145-436c-9b23-a2c144363d2b,B197970787,SportElite Team Sports Training,Sports,Team Sports,SportElite,198.6,2023-09-01
