product_id,product_name,category,subcategory,brand,list_price,launch_date,total_sales_count,total_revenue,units_sold,avg_sale_amount,unique_customers,review_count,avg_rating,performance_category,rating_category
69868bb1-8245-471d-9eb0-8770ff779a08,SmartTech Headphones Visit,Electronics,Headphones,SmartTech,1451.35,2022-10-23,450,820394.1,600,1823.098,15,450,3.7,Top Performer,Average
27c0a110-b29b-4281-a436-6efa478a839b,ElectroCore Smartphones Trial,Electronics,Smartphones,ElectroCore,960.35,2024-12-01,560,811559.0,980,1449.2125,16,560,4.2,Top Performer,Good
6395e92c-8f2d-4f7b-9c60-5f9d7ece0bd8,DigitalMax Headphones Group,Electronics,Headphones,DigitalMax,1310.11,2025-05-16,325,810871.0,700,2494.987692307692,13,325,4.0,Top Performer,Good
4395e9de-c54d-4c03-be34-1a0a0fa5f4be,SmartTech Laptops Visit,Electronics,Laptops,SmartTech,1341.85,2022-10-04,414,808396.41,690,1952.6483333333333,18,414,4.130434782608695,Top Performer,Good
6b8b7154-91e6-40e3-845c-91620e0c32c9,SmartTech Smartphones Get,Electronics,Smartphones,SmartTech,1393.57,2022-09-25,456,807775.68,672,1771.437894736842,19,456,4.458333333333333,Top Performer,Good
2c387115-0c61-436f-91c3-aeff9c46768f,TechWave Cameras Language,Electronics,Cameras,TechWave,1399.04,2024-12-05,324,806113.26,648,2488.003888888889,18,324,4.111111111111111,Top Performer,Good
4f01e89e-608f-46b9-a2c9-0d4b935c5318,DigitalMax Tablets Color,Electronics,Tablets,DigitalMax,1198.57,2024-11-16,464,804875.57,754,1734.645625,16,464,3.9655172413793105,Top Performer,Average
4cba9ea9-e55f-4bc4-b5fb-9d49f619de18,DigitalMax Smartphones Case,Electronics,Smartphones,DigitalMax,1469.07,2023-07-05,360,804363.4,620,2234.342777777778,18,360,3.85,Top Performer,Average
94d47936-3ee0-4bfc-812b-bb966b98e229,DigitalMax Headphones Individual,Electronics,Headphones,DigitalMax,1062.55,2023-02-20,540,799865.4,840,1481.2322222222222,18,540,3.8333333333333335,Top Performer,Average
2acb44f4-3e0d-4e8e-befd-5cd31c6d295f,SmartTech Cameras Ready,Electronics,Cameras,SmartTech,1429.71,2025-05-25,496,798581.08,620,1610.0425,16,496,4.0,Top Performer,Good
6c72b8ad-0848-4bdc-8711-5fff36546ac1,TechWave Tablets Chair,Electronics,Tablets,TechWave,1480.67,2023-07-18,368,794526.95,598,2159.040625,16,368,3.869565217391304,Top Performer,Average
56442e79-9b45-44a0-8e73-1b390d989d79,SmartTech Cameras Congress,Electronics,Cameras,SmartTech,1343.63,2025-04-18,420,789415.48,672,1879.5606666666667,15,420,3.892857142857143,Top Performer,Average
adb456c7-91bb-4ce1-8dd8-635914d7388f,TechPro Smartphones Woman,Electronics,Smartphones,TechPro,1396.92,2025-04-13,450,786452.75,650,1747.6727777777778,18,450,4.0,Top Performer,Good
a3f25162-1b24-4fd0-b89b-323812c11f35,DigitalMax Tablets Third,Electronics,Tablets,DigitalMax,1366.38,2025-02-28,357,784240.59,651,2196.7523529411765,17,357,3.5714285714285716,Top Performer,Average
4ba6a83c-77a1-4576-9337-d552a9dc6aee,ElectroCore Headphones Among,Electronics,Headphones,ElectroCore,714.4,2023-03-08,920,784210.8,1240,852.4030434782609,23,920,3.925,Top Performer,Average
ea8aec59-2cc0-47a4-a6ea-857b83d7df75,SmartTech Tablets Admit,Electronics,Tablets,SmartTech,1480.29,2023-05-29,299,776784.98,575,2597.943076923077,13,299,4.043478260869565,Top Performer,Good
7b1f14e6-cce9-446d-ad56-f2f1a80bc3c1,TechPro Smartphones House,Electronics,Smartphones,TechPro,1306.56,2024-09-01,510,775811.7,660,1521.199411764706,17,510,3.966666666666667,Top Performer,Average
2af4ba97-8e1b-4959-b814-13e373cc1fe7,TechWave Laptops Her,Electronics,Laptops,TechWave,1448.25,2022-12-04,300,775312.25,600,2584.3741666666665,12,300,4.32,Top Performer,Good
a712f143-0f32-413c-a513-7194eb6ec3da,TechWave Cameras Answer,Electronics,Cameras,TechWave,1466.23,2024-12-07,403,774127.97,589,1920.913076923077,13,403,3.935483870967742,Top Performer,Average
630be3a4-cca5-4e19-a6bb-349188e1f924,TechPro Laptops Well,Electronics,Laptops,TechPro,1485.4,2023-04-09,352,771607.98,616,2192.068125,16,352,4.318181818181818,Top Performer,Good
afd3e21f-c211-48e3-bacd-086ba2872644,DigitalMax Smartphones Point,Electronics,Smartphones,DigitalMax,1282.07,2024-06-30,360,770482.8,660,2140.23,12,360,4.433333333333334,Top Performer,Good
9735563c-672e-4f67-ba96-6012647a8162,ElectroCore Laptops Country,Electronics,Laptops,ElectroCore,1252.15,2024-08-16,420,766714.76,672,1825.5113333333334,15,420,4.107142857142857,Top Performer,Good
99791cea-92d3-4e53-a1f2-4a4d8be874ee,TechPro Cameras Help,Electronics,Cameras,TechPro,1104.56,2024-07-11,308,765619.36,792,2485.7771428571427,14,308,4.318181818181818,Top Performer,Good
53368d12-09f2-46cf-b5d8-455c04331d7e,ElectroCore Cameras Artist,Electronics,Cameras,ElectroCore,1363.82,2025-07-27,378,763602.39,621,2020.1121428571428,14,378,3.7777777777777777,Top Performer,Average
a8424ec5-65a5-47af-bcc8-144f786097e6,TechWave Cameras Glass,Electronics,Cameras,TechWave,1132.07,2024-04-19,486,763235.46,756,1570.4433333333334,18,486,3.814814814814815,Top Performer,Average
7317dcc6-b8c0-48c6-bae1-249bd2ccb19f,TechPro Cameras Four,Electronics,Cameras,TechPro,1477.94,2022-09-09,286,760246.74,594,2658.2053846153844,13,286,4.2272727272727275,Top Performer,Good
0b0666cf-45fd-4029-ac04-3d08fb4d40b0,DigitalMax Headphones Fill,Electronics,Headphones,DigitalMax,1312.71,2024-11-21,384,755639.76,648,1967.811875,16,384,3.7916666666666665,Top Performer,Average
07162777-a71e-4796-a1c0-ec2bd9837e29,ElectroCore Cameras West,Electronics,Cameras,ElectroCore,1166.68,2024-09-27,450,754133.25,725,1675.8516666666667,18,450,4.24,Top Performer,Good
202cf1eb-41ce-4eac-8eaf-de12ab23bea2,SmartTech Headphones Health,Electronics,Headphones,SmartTech,778.79,2023-03-21,612,752848.74,1088,1230.145,18,612,4.0,Top Performer,Good
993cf2a6-2bc0-41d5-9ce6-c998bc74d83b,TechWave Tablets Future,Electronics,Tablets,TechWave,1143.78,2025-08-04,480,752144.7,750,1566.968125,16,480,3.966666666666667,Top Performer,Average
9445c4fb-db12-4049-b75a-b8f6b44594da,TechPro Tablets Life,Electronics,Tablets,TechPro,1302.4,2023-05-17,432,752031.81,675,1740.814375,16,432,4.037037037037037,Top Performer,Good
7935a072-64af-4617-933e-ea3783fc69e2,TechPro Cameras Kind,Electronics,Cameras,TechPro,1493.38,2023-05-26,350,752023.75,575,2148.6392857142855,14,350,4.04,Top Performer,Good
2ed8ebf7-9ef8-40b8-988c-aa2e4a58723f,SmartTech Laptops Phone,Electronics,Laptops,SmartTech,1397.61,2025-06-15,450,751940.0,600,1670.9777777777779,18,450,3.88,Top Performer,Average
feadc3dc-0914-4d56-aaa9-18be3b5b156f,SmartTech Headphones Again,Electronics,Headphones,SmartTech,729.84,2022-09-23,620,750039.11,1178,1209.7405,20,620,4.387096774193548,Top Performer,Good
45716845-e391-44f6-80d9-65e74533a110,TechWave Tablets Pass,Electronics,Tablets,TechWave,1152.26,2025-06-27,480,748529.04,744,1559.4355,20,480,4.083333333333333,Top Performer,Good
b82338e1-6655-41bd-8127-bb97e73dd974,ElectroCore Smartphones While,Electronics,Smartphones,ElectroCore,1267.58,2023-05-06,442,743214.94,702,1681.4817647058824,17,442,4.076923076923077,Top Performer,Good
e2a98363-7ea0-4069-8152-c2b4f802400d,TechWave Laptops High,Electronics,Laptops,TechWave,1474.04,2024-11-12,400,742320.25,575,1855.800625,16,400,4.16,Top Performer,Good
3a671560-c8e8-4c49-b9d1-24aa2432d346,TechPro Headphones Carry,Electronics,Headphones,TechPro,1096.28,2025-08-30,408,742301.52,768,1819.3664705882352,17,408,3.7083333333333335,Top Performer,Average
8873d0a4-f286-4ff2-ae8d-b51df55a270a,SmartTech Tablets Buy,Electronics,Tablets,SmartTech,1101.99,2023-10-12,440,741610.2,780,1685.4777272727272,22,440,3.95,Top Performer,Average
03b804b5-4c3d-4c7e-8856-50ba752da7fa,DigitalMax Laptops Recently,Electronics,Laptops,DigitalMax,999.13,2024-09-26,616,740115.88,840,1201.486818181818,22,616,4.25,Top Performer,Good
98aee076-b682-4300-9c59-e2375c2c19ea,TechPro Tablets Her,Electronics,Tablets,TechPro,1486.88,2023-01-07,390,739948.82,572,1897.3046666666667,15,390,4.153846153846154,Top Performer,Good
d5da2262-f2a6-4cf2-90a0-d7f655fc0518,DigitalMax Headphones Current,Electronics,Headphones,DigitalMax,1214.74,2024-06-01,406,739694.01,667,1821.9064285714285,14,406,4.206896551724138,Top Performer,Good
e2c7875e-840c-4ec0-bfce-5b6628813060,SmartTech Laptops Reduce,Electronics,Laptops,SmartTech,1284.66,2023-04-03,465,735230.41,651,1581.1406666666667,15,465,3.7096774193548385,Top Performer,Average
a6d2bdef-53d4-45d2-90fc-da77e3d9301e,TechPro Tablets Coach,Electronics,Tablets,TechPro,1144.6,2023-01-13,378,734823.63,729,1943.9778571428571,14,378,4.296296296296297,Top Performer,Good
dcffcd69-333c-4f0e-845d-7b94b70f2690,TechPro Tablets Red,Electronics,Tablets,TechPro,1383.71,2024-01-26,384,732183.6,600,1906.728125,16,384,4.166666666666667,Top Performer,Good
7d71391f-4d86-4a8a-833a-a057135a1ba6,TechPro Laptops Here,Electronics,Laptops,TechPro,1423.6,2025-07-18,336,726846.68,560,2163.2341666666666,12,336,3.6785714285714284,Top Performer,Average
5772f229-d9ee-4931-8dd3-6f0bd32798df,TechPro Tablets Song,Electronics,Tablets,TechPro,1324.99,2024-04-18,450,722959.0,625,1606.5755555555556,18,450,3.96,Top Performer,Average
8646eeb7-7d38-4134-8810-60d682caea81,DigitalMax Headphones Energy,Electronics,Headphones,DigitalMax,1376.82,2025-02-02,400,718664.75,600,1796.661875,16,400,3.76,Top Performer,Average
506ddaf7-be9d-40f2-9399-274c6781cafd,SmartTech Tablets Cold,Electronics,Tablets,SmartTech,998.68,2024-06-16,527,718164.91,806,1362.7417647058824,17,527,4.032258064516129,Top Performer,Good
f20c86e4-3195-435d-b3ad-d27753b163e8,DigitalMax Laptops Defense,Electronics,Laptops,DigitalMax,1195.09,2023-12-03,408,717201.12,672,1757.845882352941,17,408,4.125,Top Performer,Good
17d842f8-6522-4b04-a503-940d576d3688,SmartTech Laptops Form,Electronics,Laptops,SmartTech,1217.55,2023-06-19,325,716323.25,675,2204.0715384615382,13,325,3.8,Top Performer,Average
561903d2-6505-4d67-8f24-23e5b43890f1,TechPro Laptops Husband,Electronics,Laptops,TechPro,858.57,2022-11-08,522,716228.08,928,1372.0844444444444,18,522,4.103448275862069,Top Performer,Good
e68e8da6-1a78-4a08-9ea8-625819500580,TechPro Cameras Character,Electronics,Cameras,TechPro,860.06,2025-05-13,740,714588.4,925,965.66,20,740,4.27027027027027,Top Performer,Good
5846afa6-2dae-40e2-9361-0a56f011fb10,ElectroCore Cameras Pattern,Electronics,Cameras,ElectroCore,1074.57,2023-05-18,420,714427.8,750,1701.0185714285715,14,420,4.1,Top Performer,Good
7d962a75-d2f8-4509-b0e4-7bffed7162d2,ElectroCore Tablets Page,Electronics,Tablets,ElectroCore,784.78,2024-09-14,646,707050.74,1020,1094.5057894736842,19,646,4.088235294117647,Top Performer,Good
62a38846-310c-4403-834b-265a8313d81a,SmartTech Smartphones Thus,Electronics,Smartphones,SmartTech,713.47,2025-02-08,680,705547.94,1156,1037.5705,20,680,3.9411764705882355,Top Performer,Average
c9256506-af80-4ba9-a56b-d8ab858fd1f4,TechWave Laptops National,Electronics,Laptops,TechWave,1176.73,2022-09-24,378,705211.11,702,1865.6378571428572,14,378,4.0,Top Performer,Good
38ac5e4b-2f95-44f5-8fe2-3143016ac602,SmartTech Cameras Your,Electronics,Cameras,SmartTech,1491.83,2025-01-29,306,703268.46,558,2298.2629411764706,17,306,3.7222222222222223,Top Performer,Average
347b7207-cbec-463a-bd90-6a680c74f815,TechWave Headphones Company,Electronics,Headphones,TechWave,999.67,2024-08-16,480,697146.9,810,1452.389375,16,480,4.1,Top Performer,Good
6a15c880-2cc7-4c7e-add8-0cc41eb45cad,ElectroCore Headphones Manage,Electronics,Headphones,ElectroCore,1131.95,2022-11-24,480,695852.7,690,1449.693125,16,480,4.033333333333333,Top Performer,Good
50b84d7a-3c05-47c4-88f1-3b88847f019a,DigitalMax Smartphones Buy,Electronics,Smartphones,DigitalMax,958.25,2023-11-08,512,695304.0,800,1358.015625,16,512,4.0625,Top Performer,Good
1917d25b-09cd-49de-a297-3b1019be1cfe,DigitalMax Headphones Explain,Electronics,Headphones,DigitalMax,1302.47,2024-06-07,392,693564.48,588,1769.297142857143,14,392,3.9642857142857144,Top Performer,Average
6657066e-d812-4dd7-ac5d-2fd5bacfdcb1,DigitalMax Smartphones Notice,Electronics,Smartphones,DigitalMax,1451.3,2025-02-05,348,693469.46,551,1992.7283333333332,12,348,4.241379310344827,Top Performer,Good
94d06a0b-bd42-45a1-b5fb-622460cc69ab,TechPro Headphones Rock,Electronics,Headphones,TechPro,1150.42,2023-09-05,416,687899.16,676,1653.60375,16,416,4.153846153846154,Top Performer,Good
aeefdcd1-1038-4551-98f1-7459bb8acbcc,DigitalMax Laptops Wife,Electronics,Laptops,DigitalMax,1177.93,2022-09-06,408,686203.68,696,1681.8717647058822,17,408,3.8333333333333335,Top Performer,Average
b9ac0c08-a7f3-44ea-a9dd-1b6ad66ab297,SmartTech Tablets Wall,Electronics,Tablets,SmartTech,1178.8,2024-08-16,442,684832.42,646,1549.3946153846155,13,442,4.4411764705882355,Top Performer,Good
2d2ce8a3-2682-4018-bf8f-df05f951c7d5,SmartTech Headphones Either,Electronics,Headphones,SmartTech,1483.92,2024-08-22,273,682192.56,504,2498.873846153846,13,273,3.9523809523809526,Top Performer,Average
8ea285ca-0503-4146-a07d-37326f40f8fc,TechWave Tablets Image,Electronics,Tablets,TechWave,1077.84,2023-04-30,408,680189.28,696,1667.1305882352942,17,408,4.0,Top Performer,Good
9f0751d8-de13-4a6d-adfc-8d8b2f231b57,DigitalMax Smartphones Space,Electronics,Smartphones,DigitalMax,1283.22,2024-06-30,384,677461.92,600,1764.22375,16,384,4.125,Top Performer,Good
caefe4f4-bcdd-4965-9116-f329d329baef,TechWave Headphones Ever,Electronics,Headphones,TechWave,1351.75,2023-04-30,286,675415.62,550,2361.5930769230768,12,286,4.2272727272727275,Top Performer,Good
841d7ca8-516e-4545-8dac-1989065ccb46,ElectroCore Cameras Message,Electronics,Cameras,ElectroCore,1223.75,2025-05-15,435,675212.8,638,1552.2133333333334,15,435,4.0344827586206895,Top Performer,Good
e1d4c831-0179-4b7c-a39a-a5dde8e81cf0,TechPro Smartphones They,Electronics,Smartphones,TechPro,790.52,2025-02-26,540,674681.13,972,1249.4095,20,540,4.296296296296297,Top Performer,Good
0ea43377-a775-4111-8491-f18268a666b9,TechWave Headphones Eat,Electronics,Headphones,TechWave,1307.85,2023-06-26,405,674624.7,594,1665.74,15,405,4.0,Top Performer,Good
